Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
18,1,1,7.85,14,19,13,8,5,7,5,2,6,3,3,4,1,5,0,0,0,3,2
18,1,2,4.1,2,8,7,3,4,3,3,0,4,0,4,2,2,4,4,2,2,1,1
18,1,3,1.6,5,0,4,0,4,3,0,3,1,0,1,4,0,4,0,0,0,0,0
18,1,4,0.583333333,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,5,1.516666667,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
18,1,6,1.016666667,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
18,1,7,1.516666667,4,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0
18,1,8,1.733333333,2,4,3,2,1,2,2,0,1,0,1,1,0,1,0,0,0,0,0
18,1,9,0.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,2,1,9.9,20,13,13,3,10,7,1,6,6,2,4,3,1,4,6,1,5,1,2
18,2,2,1.733333333,0,3,2,1,1,0,0,0,2,1,1,2,0,2,0,0,0,1,0
18,2,3,1.283333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
18,2,4,1.716666667,3,4,2,1,1,1,0,1,1,1,0,1,0,1,3,2,1,1,1
18,2,5,1.55,6,7,2,2,0,1,1,0,1,1,0,0,0,0,2,0,2,0,1
18,2,6,3.733333333,5,7,6,2,4,2,2,0,4,0,4,1,2,3,4,1,3,0,2
