Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
15,1,1,10.15,23,28,18,12,6,12,8,4,6,4,2,3,1,4,1,1,0,5,5
15,1,2,0.666666667,2,2,3,1,2,3,1,2,0,0,0,1,1,2,0,0,0,0,0
15,1,3,1.616666667,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
15,1,4,1.1,0,7,3,3,0,3,3,0,0,0,0,0,0,0,1,0,1,1,2
15,1,5,0.716666667,0,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
15,1,6,0.916666667,2,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
15,1,7,3.266666667,2,7,3,2,1,1,1,0,2,1,1,3,1,4,2,0,2,1,0
15,1,8,1.516666667,2,4,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0,2,1
15,2,1,5.05,8,9,9,3,6,8,2,6,1,1,0,2,2,4,2,0,2,1,0
15,2,2,1.066666667,3,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
15,2,3,0.866666667,0,2,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0
15,2,4,3.05,11,7,5,3,2,2,2,0,3,1,2,1,1,2,0,0,0,2,0
15,2,5,0.95,0,2,2,0,2,1,0,1,1,0,1,1,0,1,2,0,2,0,1
15,2,6,0.866666667,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
15,2,7,4.366666667,10,11,5,4,1,4,3,1,1,1,0,5,0,5,2,0,2,4,0
15,2,8,0.85,6,2,2,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0
15,2,9,2.683333333,9,3,2,1,1,2,1,1,0,0,0,2,0,2,4,3,1,0,1
