Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
14,1,1,5.916666667,10,16,11,7,4,10,7,3,1,0,1,2,2,4,2,0,2,5,1
14,1,2,1.25,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1
14,1,3,2.266666667,4,3,3,1,2,2,0,2,1,1,0,1,0,1,0,0,0,1,0
14,1,4,0.683333333,0,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
14,1,5,3.483333333,2,12,8,5,3,5,3,2,3,2,1,3,2,5,0,0,0,4,1
14,1,6,2.183333333,5,5,2,1,1,2,1,1,0,0,0,1,0,1,4,1,3,1,0
14,1,7,1.933333333,5,3,3,1,2,1,0,1,2,1,1,3,0,3,0,0,0,1,0
14,1,8,1.266666667,2,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
14,1,9,1.016666667,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
14,2,1,3.85,6,8,4,3,1,3,2,1,1,1,0,0,0,0,2,1,1,1,2
14,2,2,0.066666667,0,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
14,2,3,2.516666667,2,2,3,1,2,2,1,1,1,0,1,1,1,2,0,0,0,1,0
14,2,4,1.733333333,4,6,3,2,1,0,0,0,3,2,1,2,0,2,0,0,0,2,0
14,2,5,1.516666667,0,2,4,1,3,2,1,1,2,0,2,2,1,3,0,0,0,0,1
14,2,6,0.533333333,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14,2,7,0.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,8,3.2,1,8,3,3,0,1,1,0,2,2,0,4,0,4,0,0,0,2,1
14,2,9,2.75,3,1,3,0,3,0,0,0,3,0,3,4,0,4,3,2,1,0,0
14,2,10,3.083333333,6,12,7,5,2,6,4,2,1,1,0,4,1,5,2,1,1,3,0
