Game_ID,Session_ID,LineUp_ID,Min,Lineup_Score,Oppo_Score,Oppo_FGA,Oppo_FGM,Oppo_FGm,Oppo_Two_FGA,Oppo_Two_FGM,Oppo_Two_FGm,Oppo_Three_FGA,Oppo_Three_FGM,Oppo_Three_FGm,Oppo_DefReb,Oppo_OffReb,Oppo_TtlReb,Oppo_FTA,Oppo_FTm,Oppo_FTM,Oppo_Ast,Oppo_Stl
17,1,1,8.65,16,16,14,7,7,11,6,5,3,1,2,5,0,5,1,0,1,5,3
17,1,2,2.083333333,4,0,2,0,2,1,0,1,1,0,1,1,0,1,0,0,0,0,1
17,1,3,0.866666667,2,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
17,1,4,0.766666667,0,0,2,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0
17,1,5,1.85,2,3,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
17,1,6,1.766666667,0,0,4,0,4,2,0,2,2,0,2,3,0,3,0,0,0,0,0
17,1,7,2.8,4,5,2,2,0,1,1,0,1,1,0,3,0,3,0,0,0,1,0
17,1,8,0.616666667,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0
17,2,1,2.666666667,7,6,5,1,4,2,0,2,3,1,2,4,2,6,6,3,3,1,0
17,2,2,2.933333333,12,13,6,5,1,3,2,1,3,3,0,0,1,1,0,0,0,4,0
17,2,3,1.716666667,0,4,2,2,0,2,2,0,0,0,0,1,0,1,0,0,0,0,1
17,2,4,2.033333333,2,2,4,1,3,2,1,1,2,0,2,2,1,3,0,0,0,0,0
17,2,5,9.95,16,7,11,2,9,7,2,5,4,0,4,4,3,7,7,4,3,0,0
17,2,6,0.333333333,3,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0
17,2,7,0.283333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
